Progress,Duration (in seconds),Finished,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Current Status,Current Status_4_TEXT,Social Media,Social Media_10_TEXT,Political Ideology _1,Party Affiliation _1,Voting,Criminal Record,Criminal Record_3_TEXT,Q127_First Click,Q127_Last Click,Q127_Page Submit,Q127_Click Count,G1-Pew-ABRTLGL,G1-Pew-ABRTN_MED,G1-Pew-ABORTION3,G1-Pew-ABORTION4,G2-ImmigrationPop,G2-ImmigrationPolicy,G2-ImmPolicyImpact,Q128_First Click,Q128_Last Click,Q128_Page Submit,Q128_Click Count,G2-DV1,G2-DV2,G2-DV3-6_1,G2-DV3-6_2,G2-DV3-6_3,G2-DV3-6_4,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,G3-Express,G3-Backlash,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,G4-Fair,G4-Trust,G4-Decision,G5-PreT-USCourtTrust,G5-PreT-IOTrust,G5-PreT-IOparticipat,G5-PreT-InterCase,G5-PreT-ICCfimiliar,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,G5-PostT-Relaible,G5-PostT-Fair,G5-PostT-Effective,G5-PostT-Political,Manipulation Check,Manipulation Check_DO,rid,zip,Create New Field or Choose From Dropdown...,Group1-Abortion_DO,Group2-Immigration-PostT_DO,Group3-Speech_DO,Group4-SCOTUS_DO,Group5-ICC-PostT_DO
100,1713,TRUE,42.3574,-71.0618,EN,0.8999999761581421,Yes,Male,,1992,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$150,000 or more",Massachusetts,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Somewhat Liberal,Lean Republican,Democratic candidate,No,,0.707,56.012,56.732,16,Illegal in all cases,Illegal,Somewhat difficult,Easier than it is now,A small population,Somewhat inadequate,lightly impacted,1.682,18.553,31.323,15,Increased,Somewhat safer,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0.935,32.9,35.659,13,3,3,0.989,5.151,31.473,7,5,4,No,A moderate amount,A great deal,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",1.013,8.12,44.544,12,Somewhat unreliable,Somewhat fair,Neutral,Neutral,A case decided by the U.S. Supreme Court,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|AI application in campaign finance|Immigration policy and law enforcement,68110ece-af3f-be9e-26a4-05d6c60db011,02127,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,667,TRUE,30.1471,-91.9612,EN,1,Yes,Female,,1965,White,Not Hispanic or Latino,Associates or technical degree,A homemaker or stay-at-home parent,"$50,000-$74,999",Louisiana,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,TikTok,,Very Concservative,Strong Republican,Republican candidate,No,,40.553,179.195,180.796,11,Illegal in all cases,Illegal,Very difficult,Harder than it is now,A small population,Neither adequate nor inadequate,Significantly impacted,37.308,66.255,67.257,10,Increased,Much more dangerous,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25.048,36.099,37.049,6,10 -Very Likely,5,42.153,112.495,113.499,12,1-Least Fair,1-Not trust at all,Yes,Not too much,None at all,Not important at all,"No, the U.S. should stay out",Somewhat familiar,6.642,32.261,33.576,20,Somewhat unreliable,Somewhat unfair,Very ineffective,Completely unbiased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue,681112ee-7d02-60af-c378-8ca3881fde31,70582,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,838,TRUE,33.2516,-111.7006,EN,1,Yes,Female,,1958,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$25,000-$49,999",Arizona,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Liberal,Strong Democrat,Democratic candidate,No,,33.008,60.79,62.258,7,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A moderate population,Very adequate,Somewhat,24.504,116.371,118.169,18,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,28.572,38.378,40.689,2,3,8,92.996,126.398,128.699,18,9,2,Yes,Not too much,Some,Extremely important,Unsure,"Heard of it, but don’t know much",19.349,42.628,44.086,15,Neutral,Somewhat fair,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,681112e8-10ed-6af6-516f-973e274c4469,86335,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,1529,TRUE,37.019,-86.4537,EN,1,Yes,Female,,1946,White,Not Hispanic or Latino,Associates or technical degree,Retired,"$50,000-$74,999",Kentucky,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Concservative,Strong Republican,Republican candidate,No,,71.009,373.455,376.176,6,Illegal in most cases,Illegal,Very difficult,About what it is now,A small population,Very adequate,Not at all,53.076,78.955,80.981,7,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,23.696,28.632,31.852,2,5,5,38.406,61.456,68.577,3,10-Most Fair,9,No,A great deal,Some,Somewhat important,"No, the U.S. should stay out","Heard of it, but don’t know much",23.732,596.756,599.695,10,Very reliable,Very fair,Very ineffective,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,68111061-8bdc-5a8e-4ac0-1e7008af71c2,42104,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,871,TRUE,42.8125,-86.1416,EN,0.6000000238418579,Yes,Female,,1961,White,Not Hispanic or Latino,High school diploma or GED,Retired,"Less than $25,000",Michigan,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Republican,Republican candidate,No,,1.269,41.531,42.243,10,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A small population,Neither adequate nor inadequate,Not at all,2.554,53.102,53.883,11,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,21.247,30.05,31.116,4,5,2,11.785,34.979,35.614,6,4,3,Yes,A moderate amount,How much do you generally trust international organizations to act in good faith?,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",79.129,83.571,84.215,8,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,68111350-4e63-d8c7-7219-1cbdcda9fc9f,49424,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,2310,TRUE,38.6879,-77.2978,EN,0.8999999761581421,Yes,Male,,1995,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$75,000-$99,999",Florida,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Somewhat Liberal,Republican,Republican candidate,No,,16.918,332.619,335.225,9,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A moderate population,Somewhat inadequate,Not at all,94.191,265.051,268.021,11,Increased,Somewhat more dangerous,Neither agree nor disagree,Agree,Agree,Disagree,140.201,317.7,319.138,6,8,7,46.523,330.987,332.402,7,6,8,Yes,A great deal,A great deal,Extremely important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",60.564,231.887,233.744,12,Somewhat reliable,Very fair,Very effective,Somewhat unbiased,AI application in campaign finance,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance,68110eed-0ece-3ba9-ea93-569a34dc7928,40741,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,475,TRUE,29.7738,-95.406,EN,0.8999999761581421,Yes,Male,,1952,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$25,000-$49,999",Texas,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,X (twitter),,Somewhat Conservative,Independent,Republican candidate,No,,7.767,39.206,41.05,4,Illegal in all cases,Illegal,Somewhat easy,Harder than it is now,A large population,Not at all adequate,lightly impacted,24.879,59.657,61.153,7,Decreased,Somewhat safer,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25.732,39.214,40.799,3,4,7,51.905,69.595,71.644,5,10-Most Fair,7,No,A moderate amount,Very little,Not very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",17.331,33.081,34.548,4,Neutral,Neutral,Somewhat ineffective,Somewhat biased,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court,68111652-913f-5765-7c83-8104ba17accc,77008,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,769,TRUE,39.5177,-87.1238,EN,0.6000000238418579,Yes,Female,,1972,White,Not Hispanic or Latino,High school diploma or GED,A homemaker or stay-at-home parent,"$100,000-$149,999",Indiana,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Republican,Republican candidate,No,,43.801,97.774,99.339,11,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A small population,Somewhat inadequate,Not at all,30.901,90,92.731,11,Decreased,Somewhat safer,Agree,Agree,Agree,Agree,31.301,40.901,42.015,2,6,5,40.986,70.601,72.115,7,7,5,Yes,A moderate amount,Some,Very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",38.101,87.045,88.245,9,Somewhat unreliable,Neutral,Somewhat ineffective,Somewhat biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue,681115e9-f48e-5e43-922a-9519f7e5841c,47325,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,626,TRUE,33.4085,-94.1819,EN,1,Yes,Female,,1942,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"Less than $25,000",Texas,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Concservative,Strong Republican,Republican candidate,No,,6.577,45.804,48.451,4,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A small population,Very adequate,Not at all,49.792,125.589,127.285,6,Increased,Much more dangerous,Agree,Agree,Agree,Agree,14.272,20.295,33.287,2,5,5,48.824,73.131,74.752,3,7,7,No,A moderate amount,Very little,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",52.249,69.577,71.018,4,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance|Immigration policy and law enforcement,68111820-a2de-acf5-0abb-a7b034e6530b,75569,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,529,TRUE,37.751,-97.822,EN,0.8999999761581421,Yes,Female,,1959,White,Not Hispanic or Latino,High school diploma or GED,Retired,"$25,000-$49,999",North Carolina,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Moderate,Independent,Republican candidate,No,,24.357,77.335,78.5,10,Legal in most cases,Legal,Very difficult,About what it is now,A small population,Somewhat inadequate,lightly impacted,19.516,63.908,65.017,16,Decreased,Somewhat safer,Disagree,Disagree,Disagree,Disagree,18.132,27.525,31.248,4,1-Not Very Likely,1-Not Very Likely,12.107,44.346,45.601,9,1-Least Fair,1-Not trust at all,Yes,Not too much,Very little,Not very important,"No, the U.S. should stay out",Somewhat familiar,12.389,30.073,31.25,13,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,68111892-e79d-c6a8-9ebb-d92bf4d2ca39,28705,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,502,TRUE,41.6015,-93.6127,EN,1,Yes,Male,,1952,Others(Specify),Not Hispanic or Latino,Associates or technical degree,Retired,"Less than $25,000",Iowa,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Concservative,Independent,Republican candidate,No,,43.019,81.735,83.827,8,Illegal in all cases,Illegal,Somewhat easy,Harder than it is now,A small population,Neither adequate nor inadequate,Not at all,10.321,59.96,61.369,9,About the same,About the same,Disagree,Disagree,Neither agree nor disagree,Disagree,12.223,22.326,32.046,4,9,9,34.722,51.722,53.503,6,10-Most Fair,9,No,A moderate amount,Some,Not very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",16.262,44.662,46.403,9,Somewhat unreliable,Somewhat fair,Very ineffective,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue,68111a86-0997-b723-8ee4-67d13d3b14d0,52401,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,285,TRUE,40.7911,-77.8592,EN,0.8999999761581421,Yes,Male,,1988,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$50,000-$74,999",Pennsylvania,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Somewhat Liberal,Strong Democrat,Democratic candidate,No,,28.834,43.527,44.737,8,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A small population,Somewhat adequate,lightly impacted,8.518,27.598,35.081,10,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14.516,22.721,31.969,3,6,4,1.728,42.307,43.249,8,8,7,No,A moderate amount,Some,Very important,"Yes, even without direct U.S. interest",Somewhat familiar,12.425,22.633,31.48,8,Somewhat reliable,Somewhat fair,Somewhat ineffective,Somewhat biased,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court,68111c20-0bed-4fae-072c-c3ea5a906b0b,16803,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,438,TRUE,36.0606,-95.9456,EN,0.8999999761581421,Yes,Male,,1951,White,Not Hispanic or Latino,Associates or technical degree,Retired,"$50,000-$74,999",Oklahoma,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,X (twitter),,Somewhat Conservative,Independent,Neither - did not vote/voted for an independent candidate,No,,42.54,67.524,69.27,4,Illegal in most cases,Legal,Somewhat difficult,About what it is now,A large population,Somewhat inadequate,Not at all,22.639,56.435,57.607,7,Decreased,About the same,Disagree,Disagree,Neither agree nor disagree,Disagree,12.612,23.756,31.595,3,10 -Very Likely,2,33.683,46.65,50.842,4,10-Most Fair,7,No,A moderate amount,Very little,Not important at all,Only if it serves U.S. interests,Somewhat familiar,28.681,46.405,49.958,4,Neutral,Somewhat unfair,Somewhat ineffective,Extremely biased,AI application in campaign finance,Immigration policy and law enforcement|AI application in campaign finance|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue,68111f00-bafc-b516-2fea-4c94e28031f0,74103,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,305,TRUE,39.1585,-77.0837,EN,0.8999999761581421,Yes,Male,,1954,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,"$75,000-$99,999",Maryland,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Liberal,Democrat,Democratic candidate,No,,26.616,41.479,42.201,7,Legal  in all cases,Legal,Somewhat easy,About what it is now,A moderate population,Neither adequate nor inadequate,lightly impacted,10.526,31.95,32.961,12,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Agree,11.461,30.196,30.801,17,2,7,18.77,29.253,31.534,7,9,9,No,Not too much,Some,Extremely important,Unsure,Somewhat familiar,3.331,33.076,34.093,10,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue,681122d4-307c-8a65-82ef-01dd05543072,20832,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,790,TRUE,32.7691,-96.6053,EN,0.699999988,Yes,Male,,1962,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"$50,000-$74,999",Texas,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Concservative,Strong Republican,Republican candidate,No,,6.372,23.376,38.031,5,Legal in most cases,Legal,Somewhat difficult,Harder than it is now,A very large population,Somewhat adequate,Not at all,22.578,91.665,94.202,7,Decreased,Much more safer,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,60.92,98.987,100.012,2,1-Not Very Likely,1-Not Very Likely,90.834,122.481,123.353,3,10-Most Fair,5,No,A moderate amount,Some,Very important,"Yes, even without direct U.S. interest",Somewhat familiar,45.568,74.642,76.41,4,Neutral,Neutral,Neutral,Somewhat biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|Immigration policy and law enforcement|AI application in campaign finance,6811245d-7d90-a9f7-5d8d-4d3bd52272fc,75951,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,389,TRUE,34.157,-77.9136,EN,0.699999988,Yes,Male,,1940,White,Not Hispanic or Latino,High school diploma or GED,Retired,"$25,000-$49,999",North Carolina,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,None,,Moderate,Republican,Republican candidate,No,,26.039,58.236,60.004,4,Legal in most cases,Not sure,Somewhat easy,About what it is now,A moderate population,Not at all adequate,Not at all,23.436,45.707,47.428,7,About the same,Somewhat more dangerous,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,17.755,21.94,31.663,2,9,6,25.265,31.741,33.94,3,10-Most Fair,10-Completely trust,No,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",21.984,36.201,38.102,4,Very unreliable,Neutral,Very ineffective,Extremely biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,68112eba-1203-939e-256b-8152482dd26b,28409,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,459,TRUE,41.2737,-82.8416,EN,1,Yes,Male,,1968,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$75,000-$99,999",Ohio,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Somewhat Conservative,Lean Republican,Republican candidate,No,,42.901,80.173,81.181,5,Illegal in most cases,Illegal,Somewhat difficult,About what it is now,A small population,Not at all adequate,Not at all,19.01,61.494,63.018,6,Increased,Much more dangerous,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,17.339,32.733,36.431,3,5,5,38.488,73.693,81.121,3,10-Most Fair,7,Yes,Not too much,Very little,Not important at all,"No, the U.S. should stay out",Somewhat familiar,21.3,31.808,33.083,4,Very unreliable,Very unreliableVery unfair,Very ineffective,Extremely biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance,6811380c-a516-ef04-b10b-910f653d0b3a,44811,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,855,TRUE,41.749,-72.6904,EN,1,Yes,Male,,1963,White,Not Hispanic or Latino,"Some college, but no degree",Working full-time,"$25,000-$49,999",Connecticut,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Liberal,Strong Democrat,Democratic candidate,No,,40.899,58.658,59.36,15,Legal in most cases,Legal,Very difficult,Easier than it is now,A moderate population,Not at all adequate,Not at all,31.021,54.033,54.681,24,About the same,About the same,Disagree,Disagree,Agree,Disagree,30.832,35.939,36.608,9,1-Not Very Likely,8,47.392,59.599,60.141,15,8,8,Yes,A moderate amount,None at all,Not very important,"No, the U.S. should stay out",Never heard of it,28.564,35.746,36.281,13,Somewhat reliable,Somewhat fair,Somewhat effective,Neutral,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,68112f7d-655f-5a46-ae22-41ce7177f674,06708,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
